,name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng,Hồ sơ khảo sát đình chùa Đồng Kỵ 1987,Hồ sơ khảo sát đình Bảng,Bản vẽ thiết kế (CT,Bản vẽ,Bản vẽ hoàn công (phần việc,Bản vẽ thiết kế kỹ thuật thi công (Phần việc,Bản vẽ thiết kế kỹ thuật. HM,Bản vẽ thiết kế kỹ thuật thi công (Hạng mục,Bản vẽ thiết kế (Hạng mục,Bản vẽ hiện trạng (mặt bằng,Dự án thực nghiệm tu bổ tôn tạo đình Chu Quyến,Hồ sơ viết di tích đình Lỗ Hạnh,Hồ sơ bản vẽ di tích đình Nội,Hồ sơ viết di tích đình Nội,Hồ sơ bản vẽ di tích chùa Yên Viên,Hồ sơ viết di tích chùa Yên Viên,Hồ sơ ảnh di tích chùa Yên Viên,Hồ sơ viết di tích đình Phúc Long,Hồ sơ ảnh di tích đình Phúc Long,Báo cáo đầu tư tu bổ cấp thiết đình Trân Tảo. HM,HSTKBVTC dự án tôn tạo Đền Ngọc Sơn. HM,Hồ sơ ảnh đền Thiên Trường,Hồ sơ thiết kế tu bổ tôn tạo (Hm,Hồ sơ thiết kế kỹ thuật thi công (Hm,Hồ sơ khảo sát tháp Dương Long,Hồ sơ thiết kế tu bổ tháp Đôi,Hồ sơ bản vẽ điện Tây Sơn Tam Kiệt,Hồ sơ khảo sát đình Phù Lão (1982),Hồ sơ khảo sát đình Phù Lão
2452,Đền Đuông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3652,http://ditich.vn\upload\images\ditich\De-D0094.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Bồ Sao",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,"Tiền tế, Hành lang, Phương đình, Hậu cung",21°16’38”N 105°27’24”E,"Thánh nữ Hoàng Bà, Mục Sinh công chúa, Đông Hải Long vương",,937/QĐ- BT ngày 23/7/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,Chùa Bảo Ân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3651,http://ditich.vn\upload\images\ditich\Ch-B0089.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Bồ Sao",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền đường,Tam bảo,21°16’51”N 105°27’6”E,"Phật, Mẫu",,120/QĐ-UBND ngày 13/01/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,Chùa Phổ Cung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3650,http://ditich.vn\upload\images\ditich\Ch-P0117.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tứ Trưng",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,Tam bảo,21°12’32”N 105°31’14”E,"Phật, Mẫu",,449/QĐ-UBND ngày 7/2/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,Đình Vân Ổ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3649,http://ditich.vn\upload\images\ditich\Di-V0103.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vân Xuân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại bái,21°13’53”N 105°32’9”E,"Tam vị Đại vương (Bạch Hạc Cao quan thống chế, Uy Vũ Hoàng Liệt, Dực Bảo Trung Hưng",,263/QĐ-UB ngày 27/01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,Đình Phù Chính,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3648,http://ditich.vn\upload\images\ditich\Di-P0127.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tuân Chính",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tả vu,Đại bái,21°12’28”N 105°29’31”E,Bà Triệu Thị Loan,,181/QĐ-UBND ngày 24/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,Chùa Hoa Dương,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3647,http://ditich.vn\upload\images\ditich\Ch-H0019.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Tuân Chính",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Nhà Mẫu,,21°13’1”N 105°28’57”E,"Phật, Mẫu",,3211/QĐ-BT ngày 12/12/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,Đình thôn Táo,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3646,http://ditich.vn\upload\images\ditich\Di-T0291.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Tuân Chính",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Đại bái,Đại bái,21°12’30”N 105°28’27”E,Bà Triệu Thị Loan,,552/QĐ-UBND ngày 15/02/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,Đình Tuân Lộ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3645,http://ditich.vn\upload\images\ditich\Di-T0152.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tuân Chính",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Đại bái,Đại bái,21°12’53”N 105°28’59”E,Bà Triệu Thị Loan,,15/2003/QĐ-BVHTT ngày 14/4/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,Miếu Tuân Lộ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3644,http://ditich.vn\upload\images\ditich\Mi-T0039.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tuân Chính",Miếu,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,"Đại bái, Hậu cung","Đại bái, Hậu cung",21°12’60”N 105°28’55”E,Cao Biền,,438/QĐ-UB ngày 1/2/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,Đền Ba Làng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3643,http://ditich.vn\upload\images\ditich\De-B0033.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Yên Lập",Đền,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại bái,Đại bái,21°17’49”N 105°29’2”E,Đặng Đạo Song Nga,,160/QĐ-UB ngày 17/01/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,Chùa Thượng Trưng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3642,http://ditich.vn\upload\images\ditich\Ch-T0062.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Thượng Trưng",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,Tiền đường,21°14’21”N 105°28’42”E,Phật,,97/QĐ ngày 21/01/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,Quán Đơi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3641,http://ditich.vn\upload\images\ditich\Qu-D0012.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Thượng Trưng",Quán,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Quán,,21°16’19”N 105°30’28”E,"Ông Đơi, Bà Đơi",,321/QĐ-UBND ngày 26/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,Đình Thượng Trưng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3640,http://ditich.vn\upload\images\ditich\Di-T0290.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Thượng Trưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Tiền tế, Hậu cung","Tiền tế, Hậu cung",21°14’17”N 105°28’47”E,Nhã Lang Vương,,275/QĐ-UBND ngày 25/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,Đình Tích Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3639,http://ditich.vn\upload\images\ditich\Di-T0289.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Thượng Trưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Tiền tế,21°13’55”N 105°28’19”E,"Nhã Lang Vương, Nguyễn Quý Tân",,420/QĐ- UBND ngày 4/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,Đình Phú Hạnh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3638,http://ditich.vn\upload\images\ditich\Di-P0126.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Thượng Trưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại bái,21°14’10”N 105°28’58”E,Nhã Lang Vương,,418/QĐ-UBND ngày 4/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,Chùa Linh Quang,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3637,http://ditich.vn\upload\images\ditich\Ch-L0089.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Tân Cương",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo,Tiền đường,21°14’31”N 105°28’15”E,Phật,,421/QĐ-UBND ngày 4/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,Đình Đồng Phú,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3636,http://ditich.vn\upload\images\ditich\Di-D0205.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Tân Cương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,,21°14’33”N 105°28’19”E,"Tản Viên Sơn Thánh, Cao Sơn, Quý Minh",,417/QĐ-UBND ngày 4/2/2013,,Tiền tế,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,Chùa Bảo Quang,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3635,http://ditich.vn\upload\images\ditich\Ch-B0088.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Tân Cương",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo,,21°14’35”N 105°27’58”E,Phật,,423/QĐ-UBND ngày 4/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,Đình Dẫn Tự,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3634,http://ditich.vn\upload\images\ditich\Di-D0204.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Tân Cương",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Tiền tế,21°14’29”N 105°28’10”E,"Cao Sơn, Quý Minh",,422/QĐ-UBND ngày 4/2/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,Đình Phúc Lập Ngoài,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3633,http://ditich.vn\upload\images\ditich\Di-P0125.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tam Phúc",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,,21°12’32”N 105°30’23”E,Cao Vương Thiên Tử,,107/QĐ-UBND ngày 13/01/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,Đình Phù Lập,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3632,http://ditich.vn\upload\images\ditich\Di-P0124.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tam Phúc",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Nghi môn,Hậu cung,21°12’6”N 105°30’35”E,Ả Lã Nàng Đê,,217/QĐ-UB ngày 28/01/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,Đình Cam Giá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1976,http://ditich.vn\upload\images\ditich\Di-C0005.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, An Tường",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại đình,21°11’24”N 105°28’50”E,"Quý Minh, Cư Hải Đại vương, Cao Sơn Đại vương, Đức Thánh Tản viên",,460/QĐ-BT ngày 18/3/1996,Đình Gành,Gia Long thập niên Tân Mùi tuế Tân Mão nguyệt Kỷ Mùi nhật Đinh Mão thời thiên tạo (1811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,Đình Thủ Độ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3631,http://ditich.vn\upload\images\ditich\Di-T0071.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, An Tường",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,"Đại bái, Hậu cung",21°12’15”N 105°28’33”E,Lý Nhã Lang,,1266/QĐ ngày 22/9/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,Đình Bích Chu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3630,http://ditich.vn\upload\images\ditich\Di-B0015.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, An Tường",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Đại bái,21°12’28”N 105°28’1”E,Lý Nhã Lang,,839/QĐ ngày 31/8/1990,,Đại bái,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,Đình Kim Đê,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3628,http://ditich.vn\upload\images\ditich\Di-K0054.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã An Tường",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại bái,Đại bái,21°11’53”N 105°28’11”E,,,216/QĐ-UB ngày 28/01/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,Đình Thôn Mới,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3627,http://ditich.vn\upload\images\ditich\Di-M0059.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tân Tiến",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền tế,Tiền tế,21°16’21”N 105°329’39”E,Đức Thánh Bán Thiên Đại vương,,292/QĐ-UBND ngày 1/2/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,Đình Thôn Nội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3626,http://ditich.vn\upload\images\ditich\Di-N0127.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tân Tiến",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Tiền tế,21°15’59”N 105°29’52”E,Thành hoàng quan bản thổ,,312/QĐ-UBND ngày 1/2/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,Đình Thượng Lạp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3625,http://ditich.vn\upload\images\ditich\Di-T0288.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Tân Tiến",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đình,"Đại bái, Hậu cung",21°16’46”N 105°29’19”E,Đại vương Đống Vịnh,,1952/QĐ-UB ngày 12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,Miếu Đồng Vệ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3624,http://ditich.vn\upload\images\ditich\Mi-D0022.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Đại Đồng",Miếu,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tả - Hưu vu,"Tiền tế, Hậu cung",21°16’19”N 105°30’28”E,Đinh Thiên Tích,,187/QĐ-UBND ngày 24/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,Đình Bích Đại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3623,http://ditich.vn\upload\images\ditich\Di-B0086.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Đại Đồng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Hậu cung,21°15’53”N 105°30’42”E,Đức thánh Đinh Thiên Tích,,08/QĐ ngày 22/01/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Đền Yên Lỗ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3622,http://ditich.vn\upload\images\ditich\De-Y0008.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Yên Bình",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền tế,"Tiền tế, Trung tế, Hậu cung",21°12’41”N 105°31’23”E,"Hùng Chiêu Đại vương, Hùng Hiển Đại vương",,1951/QĐ-UB ngày 12/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,Chùa Nguyên Hoà,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3621,http://ditich.vn/upload/files/1(3).JPG,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Việt Xuân",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo,,21°17’48”N 105°28’11”E,Phật,,450/QĐ-UBND ngày 7/2/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,Chùa Diệm Xuân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3620,http://ditich.vn\upload\images\ditich\Ch-D0171.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Việt Xuân",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo cũ,,21°17’18”N 105°27’34”E,Phật,,347/QĐ-UB ngày 15/02/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,Đình Diệm Xuân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3619,http://ditich.vn\upload\images\ditich\Di-D0203.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Việt Xuân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Hậu cung,21°17’18”N 105°27’34”E,An Giang Đại vương,,347/QĐ-UB ngày 15/02/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,Đình Phú Nông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3618,http://ditich.vn\upload\images\ditich\Di-P0123.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Kim Xá",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,"Đại bái, Hậu cung",,21°18’24”N 105°30’17”E,Vua Hùng thứ 18,,277/QĐ-UBND ngày 25/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,Chùa Vạn Phúc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3617,http://ditich.vn\upload\images\ditich\Ch-V0084.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Kim Xá",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,Tam bảo,21°18’25”N 105°30’16”E,Phật,,278/QĐ-UBND ngày 25/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,Chùa Vạn Bảo,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3616,http://ditich.vn\upload\images\ditich\Ch-V0083.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Kim Xá",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Tiền đường,21°18’59”N 105°30’26”E,"Phật, Mẫu",,2498/QĐ-UB ngày 27/11/1996,,4 cột cái gian giữa Tiền đường,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,Đình Hoàng Phú,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3615,http://ditich.vn/upload/files/1(4).JPG,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Kim Xá",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Tiền tế, Hậu cung",Tiền tế,21°18’41”N 105°30’23”E,Vua Hùng thứ 3,,2499/QĐ-UB ngày 27/11/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,Đình Hoàng Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3614,http://ditich.vn\upload\images\ditich\Di-H0125.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Kim Xá",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Tiền tế,21°19’23”N 105°29’37”E,"Linh Thông, Cao Sơn, Quý Minh",,1125/QĐ-UB ngày 1/7/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,Đình Cẩm Chiền,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3613,http://ditich.vn\upload\images\ditich\Di-C0099.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Kim Xá",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,,21°19’42”N 105°30’26”E,"Cao Sơn, Quý Minh, Tản Viên",,940/QĐ ngày 19/7/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,Đền Dội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3612,http://ditich.vn\upload\images\ditich\De-D0093.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Ninh",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,,21°9’60”N 105°30’6”E,"Tản viên, Cao Sơn, Quý Minh, Tam tòa Thánh Mẫu",,864/QĐ ngày 7/7/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,Đình Thôn Hệ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3611,http://ditich.vn\upload\images\ditich\Di-H0124.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, Xã Vĩnh Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,,21°11’4”N 105°29’24”E,Thành hoàng Đô quốc hộ thống Đại vương tên húy là Thành,,557/QĐ-UBND ngày 15/02/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,Đình Thôn Liễu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3610,http://ditich.vn\upload\images\ditich\Di-L0084.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại đình,21°10’26”N 105°29’24”E,"Bạch Hạc Tam giang, Ngọc Trì thông minh chính trực, Càn Hy hiển linh phù duệ, Cá bộ diệu my phù vân",,280/QĐ-UBND ngày 20/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,Đình Hoàng Xá,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3609,http://ditich.vn\upload\images\ditich\Di-H0123.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đình,Đình,21°11’26”N 105°29’33”E,"Cao Sơn Đại vương, Đô Hộ Đại vương, Phù Quốc Đại vương",,286/QĐ-UBND ngày 28/01/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,Đình Môn Trì,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3608,http://ditich.vn\upload\images\ditich\Di-M0058.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,Đình,21°11’3”N 105°29’38”E,Hùng Công và Dũng Công,,302/QĐ-UBND ngày 1/2/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,Đình An Lão,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3607,http://ditich.vn\upload\images\ditich\Di-A0034.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại bái,21°10’18”N 105°28’50”E,"Bạch Hạc Tam Giang, Tả Bộ, Húy Túc, Húy Hòa",,315/QĐ-UB ngày 30/01/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,Chùa Hưng Long,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3606,http://ditich.vn\upload\images\ditich\Ch-H0118.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo,Tam bảo,21°9’49”N 105°29’57”E,"Phật, Mẫu",,179/QĐ-UBND ngày 24/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,Đình Khách Nhi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3605,http://ditich.vn\upload\images\ditich\Di-K0053.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,Đại đình,21°9’49”N 105°29’57”E,Cao Sơn Đại vương,,179/QĐ-UBND ngày 24/01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,Chùa An Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3604,http://ditich.vn\upload\images\ditich\Ch-A0030.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Vĩnh Thịnh",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo,,21°10’30”N 105°28’57”E,"Phật, Mẫu",,87/QĐ ngày 24/01/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,Đình Sông Kênh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3603,http://ditich.vn\upload\images\ditich\Di-S0009.jpg,"Tỉnh Vĩnh Phúc, Huyện Vĩnh Tường, xã Nghĩa Hưng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Đại bái, Hậu cung",Đại bái,21°16’50”N 105°30’29”E,Cao Sơn Đạo vương,,06/2000/QĐ-BVHTT 13/4/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
