name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng
Đền Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3466,http://ditich.vn\upload\images\ditich\De-T0075.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Bá Hiến",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền bái,Tiền bái,21°23’8”N 105°41’28”E,"Cao Sơn, Quý Minh, U Minh, Tản viên Sơn Thánh",,320/QĐ-UB ngày 30/01/2008,,
Đình Bắc Kế,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3465,http://ditich.vn\upload\images\ditich\Di-B0076.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Bá Hiến",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,,21°20’56”N 105°38’17”E,"Cao Sơn, Quý Minh",,117/QĐ-UBND ngày 13/01/2012,,
Đình Trại Cúp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3464,http://ditich.vn\upload\images\ditich\Di-T0279.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Bá Hiến",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,,21°19’5”N 105°41’6”E,Ngũ vị đại vương,,113/QĐ-UBND ngày 13/01/2012,,
Chùa Thích Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3463,http://ditich.vn/upload/files/1.JPG,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam bảo,"Tam bảo, Nhà tổ","21°18'30.0""N 105°41'33.0”E",Phật,,179/QĐ-UB ngày 15/01/2004,,
Đình Thích Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3462,http://ditich.vn\upload\images\ditich\Di-T0278.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Đình,,,,,,,,179/QĐ-UB ngày 15/01/2004,,
Chùa Can Bi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3461,http://ditich.vn\upload\images\ditich\Ch-C0004.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền đường,Tam bảo,21°13’1”N 105°38’47”E,"Phật, Mẫu",,57/VH-QĐ ngày 18/01/1993,,
Đình Lý Hải,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3460,http://ditich.vn\upload\images\ditich\Di-L0079.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại đình,Đại đình,21°15’59”N 105°38’25”E,Nguyễn Bảo Khuê và 8 tiến sĩ,,299/QĐ-UBND ngày 1/2/2010,,
Đình Lý Nhân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3459,http://ditich.vn\upload\images\ditich\Di-L0049.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đình,Đại đình,21°14’44”N 105°37’60”E,Thành hoàng Nguyễn Hương và Vua Hùng thứ 18,,290/QĐ-UBND ngày 1/2/2010,,
Đền Nguyễn Duy Tường,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3458,http://ditich.vn/upload/files/1_1.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Đền,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Cổng,Đền chính,21°13’58”N 105°38’27”E,Danh nhân Nguyễn Duy Tường,,1761/QĐ ngày 22/11/1994,,
Đình Hạ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3457,http://ditich.vn\upload\images\ditich\Di-H0064.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại đình,21°12’52”N 105°38’52”E,Nhị vị đại vương thời Hai Bà Trưng,,86/QĐ ngày 24/01/1994,,
Đình Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3456,http://ditich.vn\upload\images\ditich\Di-T0167.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Phú Xuân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,"Đại bái, Hậu cung",21°13’3”N 105°38’40”E,Bạch Hạc Tam Giang,,1363/QĐ ngày 17/12/1992,,
Đình Phục Khải,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3455,http://ditich.vn\upload\images\ditich\Di-P0116.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Thiện Kế",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại đình,,21°19’59”N 105°40’0”E,"Cao Sơn, Sùng Lãm",,295/QĐ-UBND ngày 25/01/2014,,
Đình Quảng Khai,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3454,http://ditich.vn\upload\images\ditich\Di-Q0031.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Thiện Kế",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đang xây dựng,,21°18’52”N 105°40’38”E,Ngũ vị đại vương,,317/QĐ-UB ngày 30/01/2008,,
Đình Thiện Kế,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3453,http://ditich.vn\upload\images\ditich\Di-T0277.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Thiện Kế",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,,21°19’1”N 105°40’1”E,Triệu Quang Phục,,1358/QĐ ngày 17/12/1992,,
Đình Ái Văn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3452,http://ditich.vn\upload\images\ditich\Di-A0032.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Sơn Lôi",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đình,Đại bái + Hậu cung,21°16’1”N 105°41’12”E,"Cao Sơn, Quý Minh, Quá Giang",,299/QĐ-UBND ngày 25/01/2014,,
Chùa Linh Đa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3451,http://ditich.vn\upload\images\ditich\Ch-L0088.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Sơn Lôi",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam quan,Tam bảo,21°15’59”N 105°44’8”E,"Phật, Mẫu",,300/QĐ-UBND ngày 25/01/2014,,
Đình An Lão,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3450,http://ditich.vn\upload\images\ditich\Di-A0031.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Sơn Lôi",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Đại bái, Ống muống","Đại bái, Ống muống",21°15’51”N 105°40’55”E,"Cao Sơn, Quý Minh, Quá Giang",,301/QĐ-UBND ngày 25/01/2014,,
Chùa Báo Ân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3449,http://ditich.vn\upload\images\ditich\Ch-B0084.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, Xã Sơn Lôi",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,Tam bảo,21°25’55”N 105°40’51”E,"Phật, Mẫu",,302/QĐ-UBND ngay 25/01/2014,,
Đình Ngọc Bảo,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3448,http://ditich.vn\upload\images\ditich\Di-N0118.jpg,"Thôn Ngọc Bảo, xã Sơn Lôi",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đại bái,21°16’6”N 105°40’39”E,"Vua Hùng thứ 18, Cao Sơn, Quý Minh",,303/QĐ-UBND ngày 25/01/2014,,
Chùa Bá Cầu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3447,http://ditich.vn\upload\images\ditich\Ch-B0041.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Sơn Lôi",Chùa,,Di tích cấp Tỉnh,Tiền đường,Tam bảo,21°17’9”N 105°40’23”E,"Phật, Mẫu",,274/QĐ-UBND ngày 28/01/2011,,
Đình Bá Cầu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3446,http://ditich.vn\upload\images\ditich\Di-B0075.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Sơn Lôi",Đình,,Di tích cấp Tỉnh,Đại bái,Đại bái,21°17’9”N 105°40’22”E,"Cao Sơn, Quý Minh, Bạc San",,292/QĐ-UBND ngày 28/01/2011,,
Đình Nhân Nghĩa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3445,http://ditich.vn\upload\images\ditich\Di-N0076.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, Xã Sơn Lôi",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đại đình,21°16’23”N 105°40’35”E,"Cao Sơn, Quý Minh, Bạc San",,1357/QĐ ngày 17/12/1992,,
Đình Quất Lưu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3444,http://ditich.vn\upload\images\ditich\Di-Q0014.jpg,"Tỉnh Vĩnh Phúc, Huyện Bình Xuyên, xã Quất Lưu",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Đại đình,21°11’7”N 105°38’8”E,"Đạm Nương, Thạch Nương, Hồng Nương",,460/QĐ-BT ngày 18/3/1996,,
Đền Sóc Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3443,http://ditich.vn\upload\images\ditich\De-S0006.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, Xã Quất Lưu",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền tế,Đền chính,21°17’37”N 105°38’28”E,Quốc Mẫu Tây Thiên,,23/QĐ ngày 24/01/1992,,
Chùa Quất Lưu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3442,http://ditich.vn\upload\images\ditich\Ch-Q0018.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, xã Quất Lưu",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tam bảo,Tam bảo,21°17’4”N 105°38’6”E,Phật,,23/QĐ ngày 24/01/1992,,
Đền Thánh Mẫu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3441,http://ditich.vn\upload\images\ditich\De-T0012.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, thị trấn Thanh Lãng",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Nhà khách,Đền chính,21°14’40”N 105°36’43”E,Bà Triệu Thị Khoan Hòa,,1266/QĐ ngày 22/9/1992,,
Chùa Quảng Hựu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3440,http://ditich.vn\upload\images\ditich\Ch-Q0041.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, thị trấn Thanh Lãng",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền đường,Tam bảo,21°14’27”N 105°37’3”E,"Phật, Mẫu",,295/QĐ-BT ngày 12/2/1994,,
Đền Xuân Lãng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3439,http://ditich.vn\upload\images\ditich\De-X0015.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, thị trấn Thanh Lãng",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đền chính,Đền chính,21°14’44”N 105°37’24”E,Ô Mễ Đại vương,,06/2000/QĐ-BVHTT ngày 13/4/2000,,
Miếu Yên Lan,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3438,http://ditich.vn\upload\images\ditich\Mi-Y0001.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, thị trấn Thanh Lãng",Miếu,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tiền tế,Miếu,21°14’26”N 105°36’52”E,"Ông cả Triều đình áp lang Nga Hoàng Đại vương, Giám sát Nhung vụ Đại vương, Cương đoán hưởng tiền đại lộ Đại vương",,319/QĐ-UB ngày 30/01/2008,,
Đình Hợp Lễ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3437,http://ditich.vn\upload\images\ditich\Di-H0065.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, thị trấn Thanh Lăng",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại đình,Đại đình,21°14’18”N 105°36’49”E,Quý Minh Đại vương và cụ tổ làng nghề,,85/QĐ-VH ngày 24/01/1994,,
Đền Nguyễn Duy Thì,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3436,http://ditich.vn\upload\images\ditich\De-N0024.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, thị trấn Thanh Lãng",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền tế,Tiền tế,21°14’26”N 105°37’59”E,Danh nhân Nguyễn Duy Thì,,65/QĐ-VH ngày 22/01/1992,,
Đình Nội Phật,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3435,http://ditich.vn\upload\images\ditich\Di-N0117.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, xã Tam Hợp",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại đình,Đại đình,21°17’5”N 105°39’7”E,"Trần Ả Dưỡng, Thị Bạc, Thi Bỉnh (tướng thời Hai Bà Trưng)",,297/QĐ-UBND ngày 25/01/2014,,
Chùa Phổ Quang,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3434,http://ditich.vn\upload\images\ditich\Ch-P0114.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, xã Tam Hợp",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tam bảo,Tam bảo,21°17’16”N 105°39’16”E,Phật,,298/QĐ-UBND ngày 25/01/2014,,
Đình Ngoại Trạch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3433,http://ditich.vn\upload\images\ditich\Di-N0116.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, xã Tam Hợp",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại đình,,21°17’35”N 105°39’1”E,"Nguyễn Tùng, Nguyễn Hiển, Nguyễn Sùng (tướng thời Vua Hùng)",,342/QĐ-UB ngày 15/02/1996,,
Miếu Tam Thánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3432,http://ditich.vn\upload\images\ditich\Mi-T0014.jpg,"Tỉnh Vĩnh Phúc, huyện Bình Xuyên, xã Tam Hợp",Miếu,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Tiền bái,Tiền bái,21°17’7”N 105°39’24”E,"Trần Ả Dường, Dương Bỉnh Sơn, Dương Bặc Sơn",,386/QĐ ngày 22/7/1991,,
Đền làng Hố Sen,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3431,http://ditich.vn\upload\images\ditich\De-H0053.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Vĩnh Hào",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại đền - Mậu Tý niên thụ trụ TL-1888- Câu đầu phải Hậu cung- Gia Long 18 tu tạo (1819) - Xà ngang,Đại đền- Giữa Tk19; Trung cung- Giữa TK17; Hậu cung- Giữa TK17,"20°18'48.0""N 106°07'09.3""E",Tướng quõn Tao Mang,,UBND Tỉnh - 13/1/1998,,
Đền Vĩnh Lại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3430,http://ditich.vn\upload\images\ditich\De-V0009.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Vĩnh Hào",Đền,,,Đại bái,"Đại bái- Giữa TK20; Hậu cung đã sửa bằng bê tông giữ lại bộ vì gỗ có phong cách nửa cuối thế kỷ 17, chạm rồng , đao mác, thú nhỏ, vân xoắn; Phong cách chung - Giữa thế kỷ 20","20°18'48.0""N 106°07'09.3""E",Cao Lụi Đại Vương,,,,
Miếu Cả Xóm Quế,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3429,http://ditich.vn\upload\images\ditich\Mi-C0011.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Trung Thành",Miếu,,,,Đại bái - Nửa sau thế kỷ 17,"20°23'25.0""N 106°04'54.2""E",Trần Cụng Bỳn,,,,
Phủ Bà Chúa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3428,http://ditich.vn\upload\images\ditich\Ph-B0006.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Trung Thành",Phủ,,,Đại bái - Duy Tân ất Mão-1915 thụ trụ thượng lương,Đại bái- Nửa đầu thế kỷ 20,"20°23'25.0""N 106°04'54.2""E",Bà Chỳa,,,,
Lăng bà Hạt,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3427,http://ditich.vn\upload\images\ditich\LM-B0007.jpg,"Tỉnh Nam Định, huyện Vụ Bản, TTGôi",Lăng,,,Lăng - Tân tạo 1932,,"20°20'00.8""N 106°05'01.4""E",Bà Hạt,,,,
Phủ Ông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3426,http://ditich.vn\upload\images\ditich\Ph-O0001.jpg,"Tỉnh Nam Định, huyện Vụ Bản, TT Gôi",Phủ,,,Đại bái - 1998 trùng tu,Đại bái - Giữa thế kỷ 20,"20°20'00.8""N 106°05'01.4""E",Bàn Lại Đại Vương,,,,
Đền Tạ Sùng Hy,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3425,http://ditich.vn\upload\images\ditich\De-T0142.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Thành Lợi",Đền,,,Đại bái- Trùng tu 1992_ TL Hậu cung- Bảo Đại 15 tu tạo-1940-TL,Đại bái - Giữa TK20 Hậu cung- Nửa cuối Tk19,"20°21'38.2""N 106°08'24.8""E",Tướng Tạ Sựng Hy,,,,
Đám Hát,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3424,http://ditich.vn\upload\images\ditich\De-D0077.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Thành Lợi",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đám hát- Thành Thái Nhâm Thìn- 1892 tu tạo - TL,Đám hát- Cuối TK19,"20°21'38.2""N 106°08'24.8""E",18 cụ tổ của làng-,,UBND Tỉnh /1999,,
Miếu Đông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3423,http://ditich.vn\upload\images\ditich\Mi-D0016.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Thành Lợi",Miếu,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Trung cung- Duy Tân Nhâm Tý (1912) thụ trụ TL- Tl; Hậu cung- Thành Thái Đinh Dậu trùng tu(1897),"Trung cung- Đầu TK20, Hậu cung- Cuối TK19","20°21'38.9""N 106°08'25.3""E",Thiờn Thần,,Bộ Văn hóa thông tin- 23/8/1993,,
Phủ Thôn Việt,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3422,http://ditich.vn\upload\images\ditich\Ph-V0003.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Tân Khánh",Phủ,,,Đại bái - Duy Tân 8 Giáp Dần (1914) thụ trụ TL- Xà ngang,Đại bái- Nửa đầu TK20,"20°23'50.5""N 106°03'06.1""E",2 bà Chỳa,,,,
Đền Tam Thánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3421,http://ditich.vn\upload\images\ditich\De-T0141.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Tân Khánh",Đền,,,Đại bái - Bảo Đại Tân Mùi trùng tu (1931) - TL,Đại bái -Đầu thế kỷ 20,"20°23'50.5""N 106°03'06.1""E","Cao Mang Tụn Thần; Phạm Ngũ Lóo, Tản Viờn Sơn Thượng đẳng Thần",,,,
Phủ Chúa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3420,http://ditich.vn\upload\images\ditich\Ph-C0001.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Tam Thanh",Phủ,,,Đại bái ; Khải Định 4 tuế thứ Kỷ Mùi (1919) thụ trụ TL- TL; Hậu cung- Thành Thái 7(1895) ất Mùi thụ trụ thượng lương- TL,Đại bái; Nửa đầu TK20 Hậu cung- Cuối TK19,"20°19'07.8""N 106°04'57.8""E",Thụy Bảo Cụng chỳa,,,,
Đền Du Duệ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3419,http://ditich.vn\upload\images\ditich\De-D0076.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Tam Thanh",Đền,,,"Tiền tế- Thành Thái 8(1896) tuế thứ Bính Thân thụ trụ TL- Tl,Hậu cung- Duy Tân 3 Mậu Thân (1908) thụ trụ TL- TL","Tiền tế- Cuối Tk19, Hậu cung- Giữa TK18","20°19'01.9""N 106°04'37.2""E",Thành Hũang làng,,,,
Đền thôn Nhất,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3418,http://ditich.vn\upload\images\ditich\De-N0047.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Quang Trung",Đền,,,"Tiền tế- Khải Định 9(1924) thụ trụ TL-Tl,Đại bái- Tự Đức 26(1873 ) thụ trụ TL- Câu đầu trái,Hậu cung- Duy Tân ất Mão( 1915) thụ trụ TL- Câu đầu phải","Tiền tế- Nửa đầu thế kỷ 20,Đại bái- Nửa sau Thế kỷ 19,Hậu cung- Nửa đầu Tk20","20°22'45.0""N 106°06'08.4""E",Nữ tướng Đào Quý Nương (thời Hai Bà Trưng),,,,
Đền Ông Đô,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3417,http://ditich.vn\upload\images\ditich\De-D0075.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Quang Trung",Đền,,,"Tiền tế - Bảo Đại 3 tuế thứ Mậu Thìn (1928) thụ trụ TL-TL; Đại đình - Thành Thái Giáp Thìn- 1904 thụ trụ Tl,Hậu cung- Bảo Đại 9(1934) trùng tu- Tl","Tiền tế- Nửa đầu TK20,Đại đình- Đầu Tk20, Hậu cung- Đầu TK20","20°22'45.0""N 106°06'08.4""E",Linh Lang đại Vương- ụng Tổ nghề thuốc bắc của làng,,,,
Phủ Bịch,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3416,http://ditich.vn\upload\images\ditich\Ph-B0005.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Minh Thuận",Phủ,,,Đại bái- Duy Tân 1 Đinh Mùi- 1907 đại tu- Tl,Đại bái- Đầu Tk20,"20°26'21.1""N 106°02'51.0""E","Mẫu Liễu Hạnh, Quỳnh Hoa cụng chỳa, Thủy Cung cụng chỳa, Quế Hoa Cụng chỳa",,,,
Lăng Mẫu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3415,http://ditich.vn\upload\images\ditich\LM-M0001.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Lăng,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái - 2003 trùng tu,Đại bái - Đầu TK21 Mộ Mẫu- Giữa Tk20,"20°21'19.6""N 106°04'36.1""E",Mẫu Liễu Hạnh,,Bộ Văn Hóa Thông Tin(cùng xếp hạng với Phủ Vân Cát),,
Đền Cây Báng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3414,http://ditich.vn\upload\images\ditich\De-C0037.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Đền,,,,,"20°21'16.6""N 106°04'54.5""E",,,,,
Đền Công Đồng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3413,http://ditich.vn\upload\images\ditich\De-C0036.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Đền,,,Đại bái- Mậu Dần 1998- Tl,Đại bái- Nửa đầu TK20; Trung cung- Nửa đầu TK20; Hậu cung- Nửa đầu Tk20,"20°21'19.6""N 106°04'31.8""E",Tả Lụi Cụng tụn thần,,,,
Đền Đức Vua,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3412,http://ditich.vn\upload\images\ditich\De-D0074.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Đền,,,Đại bái- Thành Thái Mậu Thân (1908)-Thụ trụ TL _ TL,Đại bái - Đầu thế kỷ 20; Trung cung- Đầu thế kỷ 20,"20°21'46.9""N 106°04'20.6""E",Lý Bụn,,,,
Đền Đức Vua,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3411,http://ditich.vn\upload\images\ditich\De-D0073.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Hậu cung- Canh Tý niên(1900) thụ trụ TL- Tl,Đại bái - Đầu TK20; Trung cung- Cuối TK19 ; Hậu cung- Đầu TK20,"20°21'46.9""N 106°04'20.6""E",Lý Nam Đế,,Bộ Văn hóa thông tin-,,
Đền Mẫu Thượng Ngàn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3410,http://ditich.vn\upload\images\ditich\De-M0019.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Đền,,,,Đại bái- Cuối TK20; Trung cung- Cuối TK20,"20°21'28.8""N 106°04'43.8""E",,,,,
Đền Giếng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=3409,http://ditich.vn\upload\images\ditich\De-G0007.jpg,"Tỉnh Nam Định, huyện Vụ Bản, xã Kim Thái",Đền,,,,Đại bái- Giữa TK20; Trung bình- Giữa Tk20,"20°21'28.0""N 106°04'44.2""E",Mẫu Đệ Tam,,,,
